"m","nu","lambda","alpha","theoretical_mean","theoretical_var","envelop_1_empirical_mean","envelop_1_empirical_var","envelope_1_empirical_acceptance","envelop_3_empirical_mean","envelop_3_empirical_var","envelope_3_empirical_acceptance","envelop_4_empirical_mean","envelop_4_empirical_var","envelope_4_empirical_acceptance","envelop_5_empirical_mean","envelop_5_empirical_var","envelope_5_empirical_acceptance"
1.6,-5,-5,0.1,-4.58333333333333,0.918055555555555,-4.84451370633803,0.0146905796234799,0.24095,-4.84370477562397,0.0159511660349426,0.17651,-4.84628072484165,0.0135552227553684,0.03521,-4.57300537845937,0.278547069356343,0.01547
2.53333333333333,-5,-5,0.1,-4.83695652173913,0.0177015366790658,-4.90134514613115,0.00472933826491161,0.24875,-4.90170195383856,0.00485347416415402,0.2629,-4.90083345747016,0.00465261801728715,0.09742,-4.83479110359921,0.0181737413114092,0.00511
3.46666666666667,-5,-5,0.1,-4.89864864864865,0.00515392281883349,-4.92771095314457,0.00254926638253037,0.2426,-4.92793737647403,0.00258856567957722,0.30004,-4.92782557428672,0.00253421875240211,0.13905,-4.90195065893812,0.00387426270609518,0.00257
4.4,-5,-5,0.1,-4.92647058823529,0.00265630593007994,-4.94284477717976,0.00171384860996839,0.23133,-4.94329986661787,0.00170765875734631,0.30914,-4.9431392232292,0.00166866014304888,0.16181,-4.92975406942524,0.00204241914829224,0.002
5.33333333333333,-5,-5,0.1,-4.94230769230769,0.00173848726524312,-4.95287944349684,0.00125968979352805,0.21851,-4.95307692320717,0.00127919353834118,0.3059,-4.95336239037131,0.00125915872286406,0.17197,-4.94555815802968,0.00155115442313269,0.00138
6.26666666666667,-5,-5,0.1,-4.95253164556962,0.00128530538520925,-4.96001618398671,0.000995318392835623,0.20673,-4.96017067936513,0.00102354845639397,0.29841,-4.95997384397796,0.000986823173962642,0.17166,-4.95757861725849,0.0011537795547548,0.00113
7.2,-5,-5,0.1,-4.95967741935484,0.00101981671139347,-4.96531594154691,0.000827569924609415,0.19624,-4.96548334604454,0.000837100892482491,0.28901,-4.96512371343525,0.000833313118642475,0.17182,-4.96200446679702,0.00101431042068371,0.00095
8.13333333333333,-5,-5,0.1,-4.96495327102804,0.000846352252133232,-4.96911348570414,0.000715874148019575,0.18699,-4.96945083149481,0.000711025150283574,0.27897,-4.96891407983315,0.000719200581719335,0.16813,-4.9687108268096,0.000690219616559888,0.00101
9.06666666666667,-5,-5,0.1,-4.96900826446281,0.000724261299885934,-4.97224316058615,0.000627038274116062,0.17888,-4.97254540881448,0.00063020449206163,0.27013,-4.97249381160339,0.000624645912756749,0.16383,-4.96824661037733,0.000578529466214424,0.00096
10,-5,-5,0.1,-4.97222222222222,0.00063362381989833,-4.97480312128746,0.000564575240268761,0.17129,-4.97513110799438,0.000563958884676813,0.2609,-4.97521392205383,0.000563535229758914,0.15989,-4.97624024375357,0.000500061848012782,0.00072
1.6,-3.88888888888889,-5,0.1,-4.67592592592593,0.575120027434842,-4.87881715484635,0.010737410744671,0.28003,-4.87901139959636,0.0114867397536499,0.24824,-4.87916641808342,0.0110847016051764,0.06113,-4.69103781912557,0.137791248525505,0.02773
2.53333333333333,-3.88888888888889,-5,0.1,-4.8731884057971,0.0126199260117487,-4.92325441126555,0.00381549029643716,0.27548,-4.92363948633813,0.00386347732257437,0.32826,-4.92365940791858,0.00364119691088205,0.14036,-4.87255397336202,0.0161122548862659,0.01144
3.46666666666667,-3.88888888888889,-5,0.1,-4.92117117117117,0.00412219938674359,-4.94364974976516,0.00221845334473419,0.25939,-4.94403677074821,0.00221722502078416,0.34707,-4.94395176757469,0.00220383068259831,0.18124,-4.9251387416135,0.00368074048280107,0.00743
4.4,-3.88888888888889,-5,0.1,-4.94281045751634,0.00228804202922248,-4.95544845294038,0.00155702740735862,0.24226,-4.95590820952373,0.0015586227731077,0.34235,-4.95578149111082,0.00153087546272536,0.19205,-4.94548522038852,0.00222225107181823,0.00533
5.33333333333333,-3.88888888888889,-5,0.1,-4.95512820512821,0.00156697538804562,-4.96346800436111,0.00117074910502863,0.22577,-4.96359869829026,0.00119222430079207,0.33013,-4.96380597005946,0.00114425192908262,0.19292,-4.9596221893196,0.00141771069048648,0.0049
6.26666666666667,-3.88888888888889,-5,0.1,-4.96308016877637,0.00119193083261342,-4.96903250762391,0.000941135746042874,0.2119,-4.96916671114875,0.00095943891408589,0.31655,-4.96875205100732,0.000953328604277466,0.18941,-4.96752995420824,0.00117312700828759,0.00437
