"m","nu","lambda","alpha","theoretical_mean","theoretical_var","envelop_1_empirical_mean","envelop_1_empirical_var","envelope_1_empirical_acceptance","envelop_3_empirical_mean","envelop_3_empirical_var","envelope_3_empirical_acceptance","envelop_4_empirical_mean","envelop_4_empirical_var","envelope_4_empirical_acceptance","envelop_5_empirical_mean","envelop_5_empirical_var","envelope_5_empirical_acceptance"
5.33333333333333,2.77777777777778,-5,0.1,-5.03205128205128,0.0014383414801475,-5.02631981911491,0.00109680843253465,0.23075,-5.0259987118262,0.00112385090218087,0.35204,-5.02631028497356,0.00112402832716525,0.21361,-5.03209582605642,0.00143076108676723,0.01862
6.26666666666667,2.77777777777778,-5,0.1,-5.02637130801688,0.00112189991816654,-5.02252890455158,0.000907529758487761,0.21491,-5.02191800815777,0.000917008182821566,0.33101,-5.02248484986844,0.000898061646721459,0.20483,-5.02528440625407,0.00123567616167607,0.01784
7.2,2.77777777777778,-5,0.1,-5.02240143369176,0.000921212651881242,-5.01967261690706,0.000771362122039996,0.20216,-5.01913285787251,0.000782836645019728,0.31319,-5.01928308940184,0.000774493612657852,0.19297,-5.02302463975082,0.000953625440621039,0.01741
8.13333333333333,2.77777777777778,-5,0.1,-5.01947040498442,0.00078234397011991,-5.01734887434159,0.000661459519683721,0.19129,-5.01697859902764,0.000682843905779721,0.29819,-5.01720669955261,0.000692345069931273,0.18465,-5.019477766696,0.000810769222960878,0.01679
9.06666666666667,2.77777777777778,-5,0.1,-5.01721763085399,0.000680381947944345,-5.01557715980935,0.000588639551807629,0.18173,-5.01528206128397,0.000607219139112906,0.28467,-5.01501028172956,0.000602540940024128,0.17972,-5.01821472341375,0.000674245928655156,0.01608
10,2.77777777777778,-5,0.1,-5.01543209876543,0.000602244098370944,-5.01417418374558,0.000530300337231833,0.17337,-5.01381045085406,0.000542685834715647,0.27205,-5.01391274870829,0.000544688975328859,0.17156,-5.01446463265151,0.000577500327942074,0.01561
1.6,3.88888888888889,-5,0.1,-5.32407407407407,0.575120027434842,-5.12164393389379,0.0108849988286601,0.27834,-5.12115290001917,0.0108500421359433,0.25007,-5.12180309053233,0.0107448902942048,0.06127,-5.32935004687478,0.5928716570163,0.02721
2.53333333333333,3.88888888888889,-5,0.1,-5.1268115942029,0.0126199260117487,-5.07733300617409,0.003909685205218,0.27288,-5.07678536895445,0.00377808246496871,0.33097,-5.07602425443541,0.00387974784464014,0.14066,-5.11944850392376,0.0101170903543761,0.01144
3.46666666666667,3.88888888888889,-5,0.1,-5.07882882882883,0.00412219938674359,-5.05652061472903,0.00220450653488847,0.25696,-5.05608601730768,0.00220103497810354,0.34994,-5.05590390505198,0.0021901484396005,0.17919,-5.07822226220659,0.00453881995425069,0.00762
4.4,3.88888888888889,-5,0.1,-5.05718954248366,0.00228804202922248,-5.04454113615022,0.00149395275421325,0.2396,-5.04418698695064,0.00154824118001971,0.34463,-5.04399121206336,0.00152194290430286,0.19333,-5.05724778760087,0.00251578323504838,0.00603
5.33333333333333,3.88888888888889,-5,0.1,-5.04487179487179,0.00156697538804562,-5.03687407519658,0.00114957700401231,0.22456,-5.03654496680792,0.0011841482279915,0.33114,-5.03654505129483,0.0011887397907629,0.19253,-5.04585075763765,0.00159978549690271,0.00496
6.26666666666667,3.88888888888889,-5,0.1,-5.03691983122363,0.00119193083261342,-5.03148456809368,0.000932094084908768,0.21044,-5.03111381432148,0.000963768013570427,0.3172,-5.03132436330015,0.000964588011398641,0.18949,-5.03513426843644,0.00115988818345443,0.0046
7.2,3.88888888888889,-5,0.1,-5.03136200716846,0.000963471534529339,-5.02751039115263,0.000790696217876293,0.19875,-5.02680130545606,0.000805436988228815,0.30286,-5.02739735537869,0.000812090225980904,0.18296,-5.03016883574329,0.000942128008395735,0.00392
8.13333333333333,3.88888888888889,-5,0.1,-5.02725856697819,0.000809776090982762,-5.0243663883193,0.000683719238027765,0.18852,-5.02372786667276,0.000696793385141702,0.28894,-5.02383537037183,0.000696631009006976,0.17641,-5.02554098927268,0.000808131045523899,0.00386
9.06666666666667,3.88888888888889,-5,0.1,-5.02410468319559,0.00069918738449074,-5.02189020360202,0.000596009418341887,0.17959,-5.02134408783809,0.000617802675163855,0.27787,-5.02171273819872,0.000630309689078494,0.17259,-5.02349249862226,0.000690866647430895,0.00342
10,3.88888888888889,-5,0.1,-5.02160493827161,0.00061569255045411,-5.01988045998045,0.000533118259913168,0.1719,-5.0194467489642,0.000555222857013557,0.26768,-5.01914968045143,0.000558608402767684,0.16557,-5.01923962909458,0.000619364342211653,0.00348
1.6,5,-5,0.1,-5.41666666666667,0.918055555555555,-5.15601436512152,0.01519804516894,0.23845,-5.15626630018635,0.01584273671738,0.17943,-5.15339840652969,0.0152886248940951,0.03585,-5.41105382104351,0.397620613809452,0.01674
2.53333333333333,5,-5,0.1,-5.16304347826087,0.0177015366790658,-5.09863510645545,0.00477777459115936,0.24747,-5.09849343863982,0.00461300270963412,0.2656,-5.09800271090593,0.00490416779259082,0.09721,-5.15863288460848,0.0154516094969846,0.00499
3.46666666666667,5,-5,0.1,-5.10135135135135,0.00515392281883349,-5.07249212263107,0.00256470912006546,0.24081,-5.07229593632413,0.00253806326344611,0.30175,-5.07187622653982,0.00248992975842471,0.13995,-5.09257579672783,0.00432133702581526,0.00279
4.4,5,-5,0.1,-5.07352941176471,0.00265630593007994,-5.0572208711614,0.00170106643023886,0.22897,-5.05683817638087,0.00169247177896439,0.31176,-5.05612697106594,0.00171081346040033,0.16111,-5.0689574938963,0.0025123677417101,0.00176
5.33333333333333,5,-5,0.1,-5.05769230769231,0.00173848726524312,-5.04704282095822,0.0012226866574345,0.21672,-5.04682235588162,0.00126985196363706,0.30843,-5.04726900357504,0.00124675922859351,0.17094,-5.05362614869103,0.00223784335110677,0.00134
6.26666666666667,5,-5,0.1,-5.04746835443038,0.00128530538520925,-5.04016706890574,0.000975728573230599,0.20545,-5.03991204897178,0.0010217562885998,0.30044,-5.03967063585362,0.000979329932822691,0.17122,-5.05005536415372,0.0018209369341031,0.00144
7.2,5,-5,0.1,-5.04032258064516,0.00101981671139347,-5.03505259473354,0.000823697260189528,0.19523,-5.03470185593294,0.000848625955116644,0.29045,-5.03439207944557,0.000834220999201311,0.17124,-5.04411972992185,0.000945665163368263,0.00108
8.13333333333333,5,-5,0.1,-5.03504672897196,0.000846352252133232,-5.03120439865952,0.000711380601872598,0.18648,-5.03064768009057,0.000718070006079912,0.27957,-5.03085525666879,0.000702256064162017,0.17027,-5.03516414023697,0.000789644689205921,0.00089
9.06666666666667,5,-5,0.1,-5.03099173553719,0.000724261299885934,-5.02789293407763,0.000616687508517373,0.17797,-5.0274987379072,0.000629874545067743,0.26901,-5.02741984074337,0.000622326488089722,0.16471,-5.03214058074644,0.000614889244609075,0.00091
10,5,-5,0.1,-5.02777777777778,0.00063362381989833,-5.02528469764856,0.000542391464069712,0.17018,-5.02491786430173,0.000562868225252129,0.25985,-5.02495286679852,0.000558292261872423,0.1607,-5.02221689060514,0.000420946656110562,0.00086
