"","m","nu","lambda","alpha","theoretical_mean","envelope_1","envelope_3","envelope_4","envelope_5","diff_1","diff_3","diff_4","diff_5"
"34",4.4,-1.66666666666667,-5,0.1,-4.97549019607843,-4.98082563194251,-4.98113594141573,-4.98098488528849,-4.97499715342901,-0.00533543586408047,-0.00564574533730067,-0.00549468921006024,0.000493042649419628
"35",5.33333333333333,-1.66666666666667,-5,0.1,-4.98076923076923,-4.98432799696134,-4.98442960709584,-4.98464153584659,-4.98126403654601,-0.00355876619210971,-0.00366037632660987,-0.00387230507736014,-0.000494805776780183
"36",6.26666666666667,-1.66666666666667,-5,0.1,-4.98417721518987,-4.98667419447918,-4.98689144482502,-4.98659554797108,-4.98464205804452,-0.00249697928930992,-0.00271422963515011,-0.00241833278121018,-0.000464842854650094
"37",7.2,-1.66666666666667,-5,0.1,-4.98655913978495,-4.98844098066526,-4.98859667184409,-4.98841693234698,-4.9866847802048,-0.00188184088031029,-0.00203753205914037,-0.00185779256203045,-0.000125640419850193
"38",8.13333333333333,-1.66666666666667,-5,0.1,-4.98831775700935,-4.98977688172472,-4.98992465437959,-4.9897023282953,-4.9882796367164,-0.00145912471537013,-0.00160689737024011,-0.00138457128594993,3.81202929498059e-05
"39",9.06666666666667,-1.66666666666667,-5,0.1,-4.9896694214876,-4.99083161127538,-4.99087352754394,-4.99089944632888,-4.98920788438521,-0.00116218978778004,-0.00120410605634014,-0.00123002484128065,0.00046153710238972
"40",10,-1.66666666666667,-5,0.1,-4.99074074074074,-4.99163037379198,-4.99165505170274,-4.99164550816265,-4.9904727225212,-0.000889633051240679,-0.000914310962000009,-0.000904767421910257,0.000268018219539812
"41",1.6,-0.555555555555555,-5,0.1,-4.9537037037037,-4.9828659906109,-4.98290546105912,-4.98188579042978,-4.95502781187397,-0.0291622869072006,-0.0292017573554206,-0.0281820867260807,-0.0013241081702704
"42",2.53333333333333,-0.555555555555555,-5,0.1,-4.98188405797101,-4.98889918828109,-4.9893368558891,-4.98888329070164,-4.98188445552338,-0.00701513031008005,-0.00745279791808962,-0.00699923273062986,-3.97552369690857e-07
"43",3.46666666666667,-0.555555555555555,-5,0.1,-4.98873873873874,-4.99212009037183,-4.99194582837716,-4.99196498006262,-4.98860049011758,-0.00338135163308984,-0.00320708963841998,-0.00322624132387972,0.000138248621159853
"44",4.4,-0.555555555555555,-5,0.1,-4.99183006535948,-4.99373936864841,-4.9936012388045,-4.9936197927466,-4.99159982035201,-0.00190930328893035,-0.00177117344501987,-0.00178972738711991,0.000230245007469598
"45",5.33333333333333,-0.555555555555555,-5,0.1,-4.99358974358974,-4.99487915181579,-4.99497771631679,-4.99461280129629,-4.99355538866803,-0.00128940822605017,-0.00138797272705027,-0.00102305770654976,3.43549217101113e-05
"46",6.26666666666667,-0.555555555555555,-5,0.1,-4.99472573839662,-4.99561886147219,-4.99575913410372,-4.99577053402628,-4.99441963014711,-0.000893123075569768,-0.00103339570709959,-0.0010447956296602,0.00030610824950994
"47",7.2,-0.555555555555555,-5,0.1,-4.99551971326165,-4.99623308861953,-4.99625918359861,-4.99630551941649,-4.9955346593742,-0.000713375357880075,-0.000739470336960757,-0.000785806154840252,-1.49461125502626e-05
"48",8.13333333333333,-0.555555555555555,-5,0.1,-4.99610591900312,-4.99675863971124,-4.99662649561124,-4.99641001077185,-4.99598798780626,-0.000652720708120391,-0.000520576608120216,-0.000304091768730252,0.000117931196859544
"49",9.06666666666667,-0.555555555555555,-5,0.1,-4.9965564738292,-4.99699209784137,-4.99696180610077,-4.99698602781804,-4.99647171788742,-0.000435624012170344,-0.000405332271570025,-0.000429553988840148,8.47559417795907e-05
