"","m","nu","lambda","alpha","envelope_1","envelope_3","envelope_4","envelope_5"
"2966",6.26666666666667,1.66666666666667,5,2.3,0.21912,0.34127,0.21429,0.08235
"2967",7.2,1.66666666666667,5,2.3,0.20455,0.32125,0.20179,0.08195
"2968",8.13333333333333,1.66666666666667,5,2.3,0.19292,0.30345,0.18946,0.08025
"2969",9.06666666666667,1.66666666666667,5,2.3,0.18267,0.28895,0.18251,0.07952
"2970",10,1.66666666666667,5,2.3,0.17455,0.27563,0.17478,0.07958
"2971",1.6,2.77777777777778,5,2.3,0.32369,0.35838,0.11535,0.05207
"2972",2.53333333333333,2.77777777777778,5,2.3,0.30008,0.40694,0.20368,0.03063
"2973",3.46666666666667,2.77777777777778,5,2.3,0.27306,0.39667,0.22376,0.02367
"2974",4.4,2.77777777777778,5,2.3,0.24959,0.37457,0.22233,0.02097
"2975",5.33333333333333,2.77777777777778,5,2.3,0.23075,0.35204,0.21533,0.01941
"2976",6.26666666666667,2.77777777777778,5,2.3,0.21491,0.33101,0.20271,0.01768
"2977",7.2,2.77777777777778,5,2.3,0.20216,0.31319,0.19618,0.01733
"2978",8.13333333333333,2.77777777777778,5,2.3,0.19129,0.29819,0.18564,0.01641
"2979",9.06666666666667,2.77777777777778,5,2.3,0.18173,0.28467,0.17912,0.01629
"2980",10,2.77777777777778,5,2.3,0.17337,0.27205,0.1703,0.01612
"2981",1.6,3.88888888888889,5,2.3,0.27834,0.25007,0.06139,0.02698
"2982",2.53333333333333,3.88888888888889,5,2.3,0.27288,0.33097,0.14157,0.0115
"2983",3.46666666666667,3.88888888888889,5,2.3,0.25696,0.34994,0.17978,0.00779
"2984",4.4,3.88888888888889,5,2.3,0.2396,0.34463,0.19059,0.006
"2985",5.33333333333333,3.88888888888889,5,2.3,0.22456,0.33114,0.19277,0.0051
"2986",6.26666666666667,3.88888888888889,5,2.3,0.21044,0.3172,0.18843,0.00452
"2987",7.2,3.88888888888889,5,2.3,0.19875,0.30286,0.18478,0.00419
"2988",8.13333333333333,3.88888888888889,5,2.3,0.18852,0.28894,0.1792,0.00354
"2989",9.06666666666667,3.88888888888889,5,2.3,0.17959,0.27787,0.1736,0.00367
"2990",10,3.88888888888889,5,2.3,0.1719,0.26768,0.16556,0.00359
"2991",1.6,5,5,2.3,0.23845,0.17943,0.0356,0.01653
"2992",2.53333333333333,5,5,2.3,0.24747,0.2656,0.09634,0.00524
"2993",3.46666666666667,5,5,2.3,0.24081,0.30175,0.14069,0.00268
"2994",4.4,5,5,2.3,0.22897,0.31176,0.16135,0.00183
"2995",5.33333333333333,5,5,2.3,0.21672,0.30843,0.17187,0.00155
"2996",6.26666666666667,5,5,2.3,0.20545,0.30044,0.17475,0.00117
"2997",7.2,5,5,2.3,0.19523,0.29045,0.17189,0.00121
"2998",8.13333333333333,5,5,2.3,0.18648,0.27957,0.16838,0.00098
"2999",9.06666666666667,5,5,2.3,0.17797,0.26901,0.16312,0.00085
"3000",10,5,5,2.3,0.17018,0.25985,0.15915,0.00079
"3001",1.6,-5,-5,3.4,0.23844,0.17683,0.0359,0.01592
"3002",2.53333333333333,-5,-5,3.4,0.24701,0.26102,0.09717,0.00477
"3003",3.46666666666667,-5,-5,3.4,0.23981,0.29868,0.13894,0.0029
"3004",4.4,-5,-5,3.4,0.22901,0.30778,0.16276,0.00171
"3005",5.33333333333333,-5,-5,3.4,0.21708,0.30595,0.17088,0.0015
"3006",6.26666666666667,-5,-5,3.4,0.206,0.29858,0.17449,0.00106
"3007",7.2,-5,-5,3.4,0.19607,0.28831,0.17276,0.00093
"3008",8.13333333333333,-5,-5,3.4,0.18586,0.2782,0.16953,0.00084
"3009",9.06666666666667,-5,-5,3.4,0.17741,0.26897,0.16739,0.00093
"3010",10,-5,-5,3.4,0.17057,0.25957,0.16002,0.00083
"3011",1.6,-3.88888888888889,-5,3.4,0.27807,0.24648,0.06244,0.02741
"3012",2.53333333333333,-3.88888888888889,-5,3.4,0.27347,0.32712,0.14086,0.01164
"3013",3.46666666666667,-3.88888888888889,-5,3.4,0.25829,0.34522,0.17987,0.00736
"3014",4.4,-3.88888888888889,-5,3.4,0.24028,0.34122,0.19033,0.00587
"3015",5.33333333333333,-3.88888888888889,-5,3.4,0.2246,0.32953,0.19574,0.00505
"3016",6.26666666666667,-3.88888888888889,-5,3.4,0.21085,0.31624,0.18939,0.00466
"3017",7.2,-3.88888888888889,-5,3.4,0.19867,0.30273,0.18445,0.00402
"3018",8.13333333333333,-3.88888888888889,-5,3.4,0.18857,0.2889,0.17913,0.00368
"3019",9.06666666666667,-3.88888888888889,-5,3.4,0.17995,0.27707,0.17147,0.00385
"3020",10,-3.88888888888889,-5,3.4,0.172,0.26633,0.16515,0.00348
"3021",1.6,-2.77777777777778,-5,3.4,0.3252,0.35347,0.11619,0.05191
"3022",2.53333333333333,-2.77777777777778,-5,3.4,0.29965,0.40257,0.20201,0.03067
"3023",3.46666666666667,-2.77777777777778,-5,3.4,0.27221,0.39322,0.22465,0.02417
"3024",4.4,-2.77777777777778,-5,3.4,0.24905,0.373,0.22074,0.02078
"3025",5.33333333333333,-2.77777777777778,-5,3.4,0.22997,0.35187,0.21391,0.01894
"3026",6.26666666666667,-2.77777777777778,-5,3.4,0.21439,0.33088,0.20555,0.018
"3027",7.2,-2.77777777777778,-5,3.4,0.20205,0.3129,0.19424,0.01712
"3028",8.13333333333333,-2.77777777777778,-5,3.4,0.19042,0.29777,0.18753,0.01641
"3029",9.06666666666667,-2.77777777777778,-5,3.4,0.18143,0.28373,0.17766,0.01663
"3030",10,-2.77777777777778,-5,3.4,0.17294,0.27148,0.17117,0.01589
"3031",1.6,-1.66666666666667,-5,3.4,0.37317,0.49764,0.22374,0.12765
"3032",2.53333333333333,-1.66666666666667,-5,3.4,0.32062,0.47521,0.27475,0.10093
"3033",3.46666666666667,-1.66666666666667,-5,3.4,0.28369,0.43331,0.26285,0.09191
"3034",4.4,-1.66666666666667,-5,3.4,0.25568,0.39803,0.24547,0.08719
"3035",5.33333333333333,-1.66666666666667,-5,3.4,0.23364,0.36677,0.22988,0.08384
"3036",6.26666666666667,-1.66666666666667,-5,3.4,0.21692,0.34156,0.21477,0.08286
"3037",7.2,-1.66666666666667,-5,3.4,0.20333,0.31991,0.20131,0.08134
"3038",8.13333333333333,-1.66666666666667,-5,3.4,0.1917,0.30228,0.19338,0.0801
"3039",9.06666666666667,-1.66666666666667,-5,3.4,0.18202,0.28721,0.18404,0.07932
"3040",10,-1.66666666666667,-5,3.4,0.17346,0.27453,0.17451,0.07868
"3041",1.6,-0.555555555555555,-5,3.4,0.40697,0.62622,0.37802,0.446
"3042",2.53333333333333,-0.555555555555555,-5,3.4,0.33567,0.52346,0.32787,0.43488
"3043",3.46666666666667,-0.555555555555555,-5,3.4,0.29056,0.45548,0.28858,0.43006
"3044",4.4,-0.555555555555555,-5,3.4,0.25914,0.40816,0.25869,0.427
"3045",5.33333333333333,-0.555555555555555,-5,3.4,0.23637,0.37235,0.23904,0.42448
"3046",6.26666666666667,-0.555555555555555,-5,3.4,0.21922,0.34561,0.22054,0.42384
"3047",7.2,-0.555555555555555,-5,3.4,0.20485,0.32401,0.20715,0.42326
"3048",8.13333333333333,-0.555555555555555,-5,3.4,0.19285,0.30606,0.19276,0.4216
"3049",9.06666666666667,-0.555555555555555,-5,3.4,0.18294,0.2898,0.18414,0.42185
"3050",10,-0.555555555555555,-5,3.4,0.17463,0.2764,0.1758,0.4201
"3051",1.6,0.555555555555555,-5,3.4,0.40817,0.62815,0.37875,0.44561
"3052",2.53333333333333,0.555555555555555,-5,3.4,0.33466,0.52348,0.3305,0.434
"3053",3.46666666666667,0.555555555555555,-5,3.4,0.29112,0.45581,0.28923,0.42837
"3054",4.4,0.555555555555555,-5,3.4,0.26039,0.40888,0.25965,0.42565
"3055",5.33333333333333,0.555555555555555,-5,3.4,0.2378,0.37417,0.23628,0.42472
"3056",6.26666666666667,0.555555555555555,-5,3.4,0.2194,0.34674,0.22101,0.42381
"3057",7.2,0.555555555555555,-5,3.4,0.2056,0.32447,0.20659,0.42222
"3058",8.13333333333333,0.555555555555555,-5,3.4,0.19392,0.3057,0.19344,0.42219
"3059",9.06666666666667,0.555555555555555,-5,3.4,0.18383,0.29078,0.1857,0.42233
"3060",10,0.555555555555555,-5,3.4,0.17542,0.27731,0.17681,0.42102
"3061",1.6,1.66666666666667,-5,3.4,0.37316,0.50227,0.22458,0.12853
"3062",2.53333333333333,1.66666666666667,-5,3.4,0.32117,0.47768,0.27496,0.10101
"3063",3.46666666666667,1.66666666666667,-5,3.4,0.2834,0.43305,0.26553,0.09195
"3064",4.4,1.66666666666667,-5,3.4,0.25687,0.39596,0.24512,0.08776
"3065",5.33333333333333,1.66666666666667,-5,3.4,0.23567,0.36542,0.22822,0.08499
"3066",6.26666666666667,1.66666666666667,-5,3.4,0.21912,0.34127,0.21501,0.08358
"3067",7.2,1.66666666666667,-5,3.4,0.20455,0.32125,0.20429,0.08155
"3068",8.13333333333333,1.66666666666667,-5,3.4,0.19292,0.30345,0.19258,0.08051
"3069",9.06666666666667,1.66666666666667,-5,3.4,0.18267,0.28895,0.1838,0.08004
"3070",10,1.66666666666667,-5,3.4,0.17455,0.27563,0.17449,0.07976
"3071",1.6,2.77777777777778,-5,3.4,0.32369,0.35838,0.1177,0.05385
"3072",2.53333333333333,2.77777777777778,-5,3.4,0.30008,0.40694,0.20147,0.03098
"3073",3.46666666666667,2.77777777777778,-5,3.4,0.27306,0.39667,0.22081,0.02414
"3074",4.4,2.77777777777778,-5,3.4,0.24959,0.37457,0.22137,0.02119
"3075",5.33333333333333,2.77777777777778,-5,3.4,0.23075,0.35204,0.21192,0.01874
"3076",6.26666666666667,2.77777777777778,-5,3.4,0.21491,0.33101,0.20738,0.0182
"3077",7.2,2.77777777777778,-5,3.4,0.20216,0.31319,0.19437,0.01714
"3078",8.13333333333333,2.77777777777778,-5,3.4,0.19129,0.29819,0.18644,0.01684
"3079",9.06666666666667,2.77777777777778,-5,3.4,0.18173,0.28467,0.1778,0.0158
"3080",10,2.77777777777778,-5,3.4,0.17337,0.27205,0.16996,0.01564
"3081",1.6,3.88888888888889,-5,3.4,0.27834,0.25007,0.06222,0.02707
"3082",2.53333333333333,3.88888888888889,-5,3.4,0.27288,0.33097,0.14166,0.01126
"3083",3.46666666666667,3.88888888888889,-5,3.4,0.25696,0.34994,0.17956,0.00744
"3084",4.4,3.88888888888889,-5,3.4,0.2396,0.34463,0.19134,0.00572
"3085",5.33333333333333,3.88888888888889,-5,3.4,0.22456,0.33114,0.19509,0.00507
"3086",6.26666666666667,3.88888888888889,-5,3.4,0.21044,0.3172,0.18993,0.00456
"3087",7.2,3.88888888888889,-5,3.4,0.19875,0.30286,0.18127,0.00398
"3088",8.13333333333333,3.88888888888889,-5,3.4,0.18852,0.28894,0.17732,0.00375
"3089",9.06666666666667,3.88888888888889,-5,3.4,0.17959,0.27787,0.17035,0.00348
"3090",10,3.88888888888889,-5,3.4,0.1719,0.26768,0.16575,0.00339
"3091",1.6,5,-5,3.4,0.23845,0.17943,0.03539,0.01637
"3092",2.53333333333333,5,-5,3.4,0.24747,0.2656,0.09575,0.00498
"3093",3.46666666666667,5,-5,3.4,0.24081,0.30175,0.14098,0.00249
"3094",4.4,5,-5,3.4,0.22897,0.31176,0.16063,0.00185
"3095",5.33333333333333,5,-5,3.4,0.21672,0.30843,0.17048,0.00129
"3096",6.26666666666667,5,-5,3.4,0.20545,0.30044,0.17381,0.0012
"3097",7.2,5,-5,3.4,0.19523,0.29045,0.17192,0.00101
"3098",8.13333333333333,5,-5,3.4,0.18648,0.27957,0.16811,0.00094
"3099",9.06666666666667,5,-5,3.4,0.17797,0.26901,0.16503,0.00094
"3100",10,5,-5,3.4,0.17018,0.25985,0.16083,0.00074
"3101",1.6,-5,-3.88888888888889,3.4,0.23844,0.17683,0.03626,0.01577
"3102",2.53333333333333,-5,-3.88888888888889,3.4,0.24701,0.26102,0.09751,0.00479
"3103",3.46666666666667,-5,-3.88888888888889,3.4,0.23981,0.29868,0.13958,0.00275
"3104",4.4,-5,-3.88888888888889,3.4,0.22901,0.30778,0.1625,0.00214
"3105",5.33333333333333,-5,-3.88888888888889,3.4,0.21708,0.30595,0.17026,0.00132
"3106",6.26666666666667,-5,-3.88888888888889,3.4,0.206,0.29858,0.17435,0.00121
"3107",7.2,-5,-3.88888888888889,3.4,0.19607,0.28831,0.17087,0.00106
"3108",8.13333333333333,-5,-3.88888888888889,3.4,0.18586,0.2782,0.1703,0.00094
"3109",9.06666666666667,-5,-3.88888888888889,3.4,0.17741,0.26897,0.16448,0.00086
"3110",10,-5,-3.88888888888889,3.4,0.17057,0.25957,0.15778,0.00066
"3111",1.6,-3.88888888888889,-3.88888888888889,3.4,0.27807,0.24648,0.06211,0.02669
"3112",2.53333333333333,-3.88888888888889,-3.88888888888889,3.4,0.27347,0.32712,0.13959,0.01151
"3113",3.46666666666667,-3.88888888888889,-3.88888888888889,3.4,0.25829,0.34522,0.18051,0.00779
"3114",4.4,-3.88888888888889,-3.88888888888889,3.4,0.24028,0.34122,0.19275,0.00572
"3115",5.33333333333333,-3.88888888888889,-3.88888888888889,3.4,0.2246,0.32953,0.19335,0.00509
"3116",6.26666666666667,-3.88888888888889,-3.88888888888889,3.4,0.21085,0.31624,0.19067,0.00424
"3117",7.2,-3.88888888888889,-3.88888888888889,3.4,0.19867,0.30273,0.18461,0.00406
"3118",8.13333333333333,-3.88888888888889,-3.88888888888889,3.4,0.18857,0.2889,0.17917,0.00362
"3119",9.06666666666667,-3.88888888888889,-3.88888888888889,3.4,0.17995,0.27707,0.17318,0.00371
"3120",10,-3.88888888888889,-3.88888888888889,3.4,0.172,0.26633,0.16874,0.00349
"3121",1.6,-2.77777777777778,-3.88888888888889,3.4,0.3252,0.35347,0.1155,0.05266
"3122",2.53333333333333,-2.77777777777778,-3.88888888888889,3.4,0.29965,0.40257,0.2032,0.03077
"3123",3.46666666666667,-2.77777777777778,-3.88888888888889,3.4,0.27221,0.39322,0.22452,0.02376
"3124",4.4,-2.77777777777778,-3.88888888888889,3.4,0.24905,0.373,0.22155,0.02078
"3125",5.33333333333333,-2.77777777777778,-3.88888888888889,3.4,0.22997,0.35187,0.21196,0.01917
"3126",6.26666666666667,-2.77777777777778,-3.88888888888889,3.4,0.21439,0.33088,0.20565,0.0179
"3127",7.2,-2.77777777777778,-3.88888888888889,3.4,0.20205,0.3129,0.19662,0.01663
"3128",8.13333333333333,-2.77777777777778,-3.88888888888889,3.4,0.19042,0.29777,0.18837,0.01642
"3129",9.06666666666667,-2.77777777777778,-3.88888888888889,3.4,0.18143,0.28373,0.17745,0.01604
"3130",10,-2.77777777777778,-3.88888888888889,3.4,0.17294,0.27148,0.17103,0.01556
"3131",1.6,-1.66666666666667,-3.88888888888889,3.4,0.37317,0.49764,0.22378,0.12767
"3132",2.53333333333333,-1.66666666666667,-3.88888888888889,3.4,0.32062,0.47521,0.27436,0.10215
"3133",3.46666666666667,-1.66666666666667,-3.88888888888889,3.4,0.28369,0.43331,0.26293,0.09192
"3134",4.4,-1.66666666666667,-3.88888888888889,3.4,0.25568,0.39803,0.24602,0.0875
"3135",5.33333333333333,-1.66666666666667,-3.88888888888889,3.4,0.23364,0.36677,0.22896,0.08498
"3136",6.26666666666667,-1.66666666666667,-3.88888888888889,3.4,0.21692,0.34156,0.21271,0.08325
"3137",7.2,-1.66666666666667,-3.88888888888889,3.4,0.20333,0.31991,0.20207,0.08143
"3138",8.13333333333333,-1.66666666666667,-3.88888888888889,3.4,0.1917,0.30228,0.19098,0.08104
"3139",9.06666666666667,-1.66666666666667,-3.88888888888889,3.4,0.18202,0.28721,0.18303,0.0796
"3140",10,-1.66666666666667,-3.88888888888889,3.4,0.17346,0.27453,0.17266,0.07923
"3141",1.6,-0.555555555555555,-3.88888888888889,3.4,0.40697,0.62622,0.37784,0.44622
"3142",2.53333333333333,-0.555555555555555,-3.88888888888889,3.4,0.33567,0.52346,0.32942,0.43305
"3143",3.46666666666667,-0.555555555555555,-3.88888888888889,3.4,0.29056,0.45548,0.28743,0.42848
"3144",4.4,-0.555555555555555,-3.88888888888889,3.4,0.25914,0.40816,0.25801,0.42507
"3145",5.33333333333333,-0.555555555555555,-3.88888888888889,3.4,0.23637,0.37235,0.2372,0.42361
"3146",6.26666666666667,-0.555555555555555,-3.88888888888889,3.4,0.21922,0.34561,0.21955,0.42324
"3147",7.2,-0.555555555555555,-3.88888888888889,3.4,0.20485,0.32401,0.20514,0.42291
"3148",8.13333333333333,-0.555555555555555,-3.88888888888889,3.4,0.19285,0.30606,0.19612,0.42213
"3149",9.06666666666667,-0.555555555555555,-3.88888888888889,3.4,0.18294,0.2898,0.18641,0.42238
"3150",10,-0.555555555555555,-3.88888888888889,3.4,0.17463,0.2764,0.17561,0.42202
"3151",1.6,0.555555555555555,-3.88888888888889,3.4,0.40817,0.62815,0.37927,0.4468
"3152",2.53333333333333,0.555555555555555,-3.88888888888889,3.4,0.33466,0.52348,0.32946,0.43377
"3153",3.46666666666667,0.555555555555555,-3.88888888888889,3.4,0.29112,0.45581,0.28566,0.4292
"3154",4.4,0.555555555555555,-3.88888888888889,3.4,0.26039,0.40888,0.25845,0.42439
"3155",5.33333333333333,0.555555555555555,-3.88888888888889,3.4,0.2378,0.37417,0.23878,0.42564
"3156",6.26666666666667,0.555555555555555,-3.88888888888889,3.4,0.2194,0.34674,0.22085,0.42433
"3157",7.2,0.555555555555555,-3.88888888888889,3.4,0.2056,0.32447,0.20657,0.42359
"3158",8.13333333333333,0.555555555555555,-3.88888888888889,3.4,0.19392,0.3057,0.19585,0.42172
"3159",9.06666666666667,0.555555555555555,-3.88888888888889,3.4,0.18383,0.29078,0.18569,0.42028
"3160",10,0.555555555555555,-3.88888888888889,3.4,0.17542,0.27731,0.17486,0.42031
"3161",1.6,1.66666666666667,-3.88888888888889,3.4,0.37316,0.50227,0.22319,0.12713
"3162",2.53333333333333,1.66666666666667,-3.88888888888889,3.4,0.32117,0.47768,0.27269,0.10128
"3163",3.46666666666667,1.66666666666667,-3.88888888888889,3.4,0.2834,0.43305,0.26215,0.09208
"3164",4.4,1.66666666666667,-3.88888888888889,3.4,0.25687,0.39596,0.24702,0.08705
"3165",5.33333333333333,1.66666666666667,-3.88888888888889,3.4,0.23567,0.36542,0.2277,0.08538
"3166",6.26666666666667,1.66666666666667,-3.88888888888889,3.4,0.21912,0.34127,0.21347,0.08348
"3167",7.2,1.66666666666667,-3.88888888888889,3.4,0.20455,0.32125,0.2005,0.08155
"3168",8.13333333333333,1.66666666666667,-3.88888888888889,3.4,0.19292,0.30345,0.19141,0.08036
"3169",9.06666666666667,1.66666666666667,-3.88888888888889,3.4,0.18267,0.28895,0.17902,0.07956
"3170",10,1.66666666666667,-3.88888888888889,3.4,0.17455,0.27563,0.17395,0.07921
"3171",1.6,2.77777777777778,-3.88888888888889,3.4,0.32369,0.35838,0.11669,0.05332
"3172",2.53333333333333,2.77777777777778,-3.88888888888889,3.4,0.30008,0.40694,0.20148,0.03078
"3173",3.46666666666667,2.77777777777778,-3.88888888888889,3.4,0.27306,0.39667,0.22212,0.02329
"3174",4.4,2.77777777777778,-3.88888888888889,3.4,0.24959,0.37457,0.21997,0.02102
"3175",5.33333333333333,2.77777777777778,-3.88888888888889,3.4,0.23075,0.35204,0.21317,0.01925
"3176",6.26666666666667,2.77777777777778,-3.88888888888889,3.4,0.21491,0.33101,0.20472,0.01811
"3177",7.2,2.77777777777778,-3.88888888888889,3.4,0.20216,0.31319,0.19524,0.0169
"3178",8.13333333333333,2.77777777777778,-3.88888888888889,3.4,0.19129,0.29819,0.18607,0.0167
"3179",9.06666666666667,2.77777777777778,-3.88888888888889,3.4,0.18173,0.28467,0.17845,0.01609
"3180",10,2.77777777777778,-3.88888888888889,3.4,0.17337,0.27205,0.1708,0.01544
"3181",1.6,3.88888888888889,-3.88888888888889,3.4,0.27834,0.25007,0.06215,0.02644
"3182",2.53333333333333,3.88888888888889,-3.88888888888889,3.4,0.27288,0.33097,0.14053,0.01171
"3183",3.46666666666667,3.88888888888889,-3.88888888888889,3.4,0.25696,0.34994,0.17979,0.00708
"3184",4.4,3.88888888888889,-3.88888888888889,3.4,0.2396,0.34463,0.19101,0.00588
"3185",5.33333333333333,3.88888888888889,-3.88888888888889,3.4,0.22456,0.33114,0.19295,0.00503
"3186",6.26666666666667,3.88888888888889,-3.88888888888889,3.4,0.21044,0.3172,0.18928,0.00442
"3187",7.2,3.88888888888889,-3.88888888888889,3.4,0.19875,0.30286,0.18382,0.00397
"3188",8.13333333333333,3.88888888888889,-3.88888888888889,3.4,0.18852,0.28894,0.177,0.00395
"3189",9.06666666666667,3.88888888888889,-3.88888888888889,3.4,0.17959,0.27787,0.17103,0.00353
"3190",10,3.88888888888889,-3.88888888888889,3.4,0.1719,0.26768,0.16675,0.00333
"3191",1.6,5,-3.88888888888889,3.4,0.23845,0.17943,0.03492,0.01599
"3192",2.53333333333333,5,-3.88888888888889,3.4,0.24747,0.2656,0.09633,0.00533
"3193",3.46666666666667,5,-3.88888888888889,3.4,0.24081,0.30175,0.14068,0.00279
"3194",4.4,5,-3.88888888888889,3.4,0.22897,0.31176,0.16095,0.00172
"3195",5.33333333333333,5,-3.88888888888889,3.4,0.21672,0.30843,0.17181,0.00142
"3196",6.26666666666667,5,-3.88888888888889,3.4,0.20545,0.30044,0.17258,0.00102
"3197",7.2,5,-3.88888888888889,3.4,0.19523,0.29045,0.17256,0.00097
"3198",8.13333333333333,5,-3.88888888888889,3.4,0.18648,0.27957,0.16855,0.00095
"3199",9.06666666666667,5,-3.88888888888889,3.4,0.17797,0.26901,0.16524,0.00087
"3200",10,5,-3.88888888888889,3.4,0.17018,0.25985,0.15935,0.00083
"3201",1.6,-5,-2.77777777777778,3.4,0.23844,0.17683,0.03635,0.01637
"3202",2.53333333333333,-5,-2.77777777777778,3.4,0.24701,0.26102,0.09602,0.00519
"3203",3.46666666666667,-5,-2.77777777777778,3.4,0.23981,0.29868,0.1384,0.00265
"3204",4.4,-5,-2.77777777777778,3.4,0.22901,0.30778,0.16207,0.00201
"3205",5.33333333333333,-5,-2.77777777777778,3.4,0.21708,0.30595,0.17277,0.00134
"3206",6.26666666666667,-5,-2.77777777777778,3.4,0.206,0.29858,0.17434,0.00115
"3207",7.2,-5,-2.77777777777778,3.4,0.19607,0.28831,0.17116,0.0012
"3208",8.13333333333333,-5,-2.77777777777778,3.4,0.18586,0.2782,0.16845,0.00103
"3209",9.06666666666667,-5,-2.77777777777778,3.4,0.17741,0.26897,0.16504,0.00083
"3210",10,-5,-2.77777777777778,3.4,0.17057,0.25957,0.16032,0.00086
"3211",1.6,-3.88888888888889,-2.77777777777778,3.4,0.27807,0.24648,0.06153,0.02686
"3212",2.53333333333333,-3.88888888888889,-2.77777777777778,3.4,0.27347,0.32712,0.14085,0.01169
"3213",3.46666666666667,-3.88888888888889,-2.77777777777778,3.4,0.25829,0.34522,0.17939,0.00761
"3214",4.4,-3.88888888888889,-2.77777777777778,3.4,0.24028,0.34122,0.19173,0.00616
"3215",5.33333333333333,-3.88888888888889,-2.77777777777778,3.4,0.2246,0.32953,0.19415,0.00485
"3216",6.26666666666667,-3.88888888888889,-2.77777777777778,3.4,0.21085,0.31624,0.18968,0.00475
"3217",7.2,-3.88888888888889,-2.77777777777778,3.4,0.19867,0.30273,0.18372,0.00419
"3218",8.13333333333333,-3.88888888888889,-2.77777777777778,3.4,0.18857,0.2889,0.17794,0.00375
"3219",9.06666666666667,-3.88888888888889,-2.77777777777778,3.4,0.17995,0.27707,0.17093,0.00361
"3220",10,-3.88888888888889,-2.77777777777778,3.4,0.172,0.26633,0.16593,0.00356
"3221",1.6,-2.77777777777778,-2.77777777777778,3.4,0.3252,0.35347,0.11502,0.05337
"3222",2.53333333333333,-2.77777777777778,-2.77777777777778,3.4,0.29965,0.40257,0.20125,0.03079
"3223",3.46666666666667,-2.77777777777778,-2.77777777777778,3.4,0.27221,0.39322,0.22278,0.02424
"3224",4.4,-2.77777777777778,-2.77777777777778,3.4,0.24905,0.373,0.22426,0.02053
"3225",5.33333333333333,-2.77777777777778,-2.77777777777778,3.4,0.22997,0.35187,0.21451,0.01911
"3226",6.26666666666667,-2.77777777777778,-2.77777777777778,3.4,0.21439,0.33088,0.20423,0.01779
"3227",7.2,-2.77777777777778,-2.77777777777778,3.4,0.20205,0.3129,0.19255,0.01706
"3228",8.13333333333333,-2.77777777777778,-2.77777777777778,3.4,0.19042,0.29777,0.183,0.0164
"3229",9.06666666666667,-2.77777777777778,-2.77777777777778,3.4,0.18143,0.28373,0.17752,0.016
"3230",10,-2.77777777777778,-2.77777777777778,3.4,0.17294,0.27148,0.17073,0.0158
"3231",1.6,-1.66666666666667,-2.77777777777778,3.4,0.37317,0.49764,0.22311,0.1274
"3232",2.53333333333333,-1.66666666666667,-2.77777777777778,3.4,0.32062,0.47521,0.27369,0.10149
"3233",3.46666666666667,-1.66666666666667,-2.77777777777778,3.4,0.28369,0.43331,0.26227,0.09219
"3234",4.4,-1.66666666666667,-2.77777777777778,3.4,0.25568,0.39803,0.24422,0.08681
"3235",5.33333333333333,-1.66666666666667,-2.77777777777778,3.4,0.23364,0.36677,0.23031,0.08472
"3236",6.26666666666667,-1.66666666666667,-2.77777777777778,3.4,0.21692,0.34156,0.21554,0.08256
"3237",7.2,-1.66666666666667,-2.77777777777778,3.4,0.20333,0.31991,0.20099,0.08107
"3238",8.13333333333333,-1.66666666666667,-2.77777777777778,3.4,0.1917,0.30228,0.19196,0.08015
"3239",9.06666666666667,-1.66666666666667,-2.77777777777778,3.4,0.18202,0.28721,0.18224,0.07935
"3240",10,-1.66666666666667,-2.77777777777778,3.4,0.17346,0.27453,0.17365,0.07914
"3241",1.6,-0.555555555555555,-2.77777777777778,3.4,0.40697,0.62622,0.37945,0.44711
"3242",2.53333333333333,-0.555555555555555,-2.77777777777778,3.4,0.33567,0.52346,0.33075,0.43251
"3243",3.46666666666667,-0.555555555555555,-2.77777777777778,3.4,0.29056,0.45548,0.29018,0.42824
"3244",4.4,-0.555555555555555,-2.77777777777778,3.4,0.25914,0.40816,0.2583,0.42486
"3245",5.33333333333333,-0.555555555555555,-2.77777777777778,3.4,0.23637,0.37235,0.23885,0.42363
"3246",6.26666666666667,-0.555555555555555,-2.77777777777778,3.4,0.21922,0.34561,0.21972,0.42399
"3247",7.2,-0.555555555555555,-2.77777777777778,3.4,0.20485,0.32401,0.20744,0.4233
"3248",8.13333333333333,-0.555555555555555,-2.77777777777778,3.4,0.19285,0.30606,0.19447,0.42326
"3249",9.06666666666667,-0.555555555555555,-2.77777777777778,3.4,0.18294,0.2898,0.18409,0.42112
"3250",10,-0.555555555555555,-2.77777777777778,3.4,0.17463,0.2764,0.17478,0.42134
"3251",1.6,0.555555555555555,-2.77777777777778,3.4,0.40817,0.62815,0.37816,0.44648
"3252",2.53333333333333,0.555555555555555,-2.77777777777778,3.4,0.33466,0.52348,0.33023,0.43291
"3253",3.46666666666667,0.555555555555555,-2.77777777777778,3.4,0.29112,0.45581,0.28877,0.42863
"3254",4.4,0.555555555555555,-2.77777777777778,3.4,0.26039,0.40888,0.26014,0.42585
"3255",5.33333333333333,0.555555555555555,-2.77777777777778,3.4,0.2378,0.37417,0.23758,0.42504
"3256",6.26666666666667,0.555555555555555,-2.77777777777778,3.4,0.2194,0.34674,0.22071,0.42325
"3257",7.2,0.555555555555555,-2.77777777777778,3.4,0.2056,0.32447,0.20777,0.42206
"3258",8.13333333333333,0.555555555555555,-2.77777777777778,3.4,0.19392,0.3057,0.1934,0.42237
